,width,height,class,xmin,ymin,xmax,ymax
10991,512,340,F117,85,170,462,295
10992,1280,725,US2,1,1,1280,590
10993,1280,720,B1,730,549,1280,720
10994,1280,720,B1,138,439,1120,653
10995,1280,720,B1,1,413,874,611
10996,1280,720,B1,555,288,1220,471
10997,1280,720,B1,201,258,790,418
10998,1280,720,B1,655,196,1240,346
10999,1088,612,V22,658,59,1088,328
11000,1088,612,V22,30,200,365,320
11001,1200,801,C17,400,217,1086,480
11002,1920,1080,F117,621,455,717,507
11003,1920,1080,F117,742,407,837,460
11004,1920,1080,F117,888,366,982,419
11005,1920,1080,F117,1342,302,1434,360
11006,1024,683,V22,21,176,1000,509
11007,1200,800,US2,927,400,960,412
11008,1200,800,E2,173,355,808,551
11009,800,533,Be200,331,201,359,210
11010,1280,837,SR71,28,144,1250,538
11011,1000,597,B2,89,389,290,426
11012,1000,597,B2,392,273,686,312
11013,470,311,US2,134,142,233,176
11014,1200,900,F18,119,579,178,622
11015,1200,900,F18,592,234,643,283
11016,2048,1152,F18,67,153,1530,762
11017,2048,1152,F18,1298,1,2048,357
11018,2048,1152,F18,1795,221,2048,387
11019,4096,2717,V22,172,947,1963,1495
11020,682,1023,C130,142,195,583,786
11021,1920,1080,Be200,1221,147,1775,321
11022,1920,1080,Be200,52,216,644,368
11023,1000,675,F15,648,93,659,100
11024,1000,675,F15,626,92,637,99
11025,1000,675,B52,557,89,596,103
11026,1200,800,RQ4,1,1,1173,800
11027,1495,732,EF2000,169,145,621,346
11028,1200,798,MQ9,1,274,1200,794
11029,1200,798,F18,656,158,758,182
11030,1280,1071,A400M,103,18,1280,1071
11031,1024,770,F18,192,254,844,601
11032,780,456,B2,384,248,682,368
11033,780,456,B52,141,104,420,250
11034,1536,1024,V22,15,369,1239,751
11035,1920,1283,A10,107,524,827,827
11036,1920,1283,A10,1176,320,1831,562
11037,1280,857,F22,482,248,802,570
11038,4096,2726,Rafale,977,1264,1684,2163
11039,4096,2726,Rafale,2520,600,2964,1555
11040,900,1200,V22,29,192,848,525
11041,1280,863,U2,56,274,1216,518
11042,1430,1000,V22,1,38,1430,1000
11043,640,427,Su57,27,53,209,118
11044,640,427,Su57,126,205,325,282
11045,640,427,Su57,413,295,608,377
11046,640,427,Su57,334,98,512,163
11047,3640,2380,Tornado,837,1212,1209,1361
11048,5616,2843,E2,242,1463,1684,1887
11049,5616,2843,E2,1406,1272,3238,1873
11050,5616,2843,E2,3302,1047,5540,1839
11051,1062,708,JAS39,278,321,384,460
11052,1545,619,YF23,1,76,1527,553
11053,1280,764,F35,113,439,989,710
11054,1280,764,F35,346,258,1093,487
11055,1920,1029,Mirage2000,215,1,1747,442
11056,3945,2630,C130,1,1,3945,1769
11057,1600,933,F15,755,528,912,586
11058,1024,683,Be200,223,129,779,656
11059,800,482,Su57,1,37,800,373
11060,1200,673,V22,209,136,288,204
11061,1200,673,V22,598,408,663,458
11062,1200,673,V22,871,544,929,591
11063,1024,683,Tornado,58,209,934,460
11064,734,498,Tu160,37,106,548,228
11065,960,720,SR71,1,1,960,422
11066,1536,1024,V22,1,1,1536,688
11067,4096,2856,EF2000,1311,802,1436,850
11068,4096,2856,EF2000,1399,761,1526,808
11069,4096,2856,EF2000,1558,792,1685,842
11070,4096,2856,A400M,2991,981,4096,2413
11071,2008,1054,F14,1,1,1952,1054
11072,1200,838,YF23,1,306,1130,651
11073,2560,1920,C130,471,965,785,1086
11074,2000,1335,Rafale,305,237,1737,1008
11075,1153,649,J20,73,112,166,148
11076,1153,649,J20,307,174,399,208
11077,1153,649,J20,551,234,643,269
11078,1153,649,J20,546,329,624,359
11079,1153,649,J20,1031,419,1100,446
11080,1153,649,J20,925,435,1001,465
11081,1153,649,J20,745,423,813,448
11082,1153,649,J20,728,384,806,413
11083,1153,649,J20,867,378,935,405
11084,1153,649,J20,614,466,683,493
11085,1153,649,J20,401,383,480,412
11086,1153,649,J20,261,435,337,465
11087,1200,768,F15,821,98,892,188
11088,650,489,F22,8,1,251,184
11089,650,489,F22,266,16,612,149
11090,650,489,Su57,268,188,625,318
11091,650,489,Su57,31,193,233,323
11092,650,489,YF23,272,370,632,470
11093,650,489,YF23,16,327,240,476
11094,680,510,V22,159,174,522,331
11095,750,1334,F4,1,364,528,637
11096,750,1334,F4,1,673,750,972
11097,1280,636,F18,1,237,94,352
11098,1280,636,F18,299,238,382,342
11099,1280,636,F18,602,237,684,340
11100,1280,636,F18,1081,202,1166,305
11101,1280,636,F18,1183,209,1267,312
11102,1024,671,XB70,447,384,579,416
11103,1920,1280,F16,166,848,984,1076
11104,1920,1280,F16,743,256,1356,430
11105,1920,1280,B52,552,460,1785,745
11106,3933,2455,E2,1,1325,244,1506
11107,3933,2455,E2,155,1315,631,1506
11108,3933,2455,E2,1139,541,3692,1823
11109,3933,2455,E2,3568,1371,3648,1436
11110,3933,2455,E2,3440,1132,3933,1534
11111,3933,2455,E2,3848,1245,3933,1488
11112,900,600,US2,1,44,900,387
11113,1024,734,Tu95,427,367,950,505
11114,1024,734,F14,67,156,842,364
11115,1080,1297,F15,1,1,1080,1297
11116,1280,681,F117,1054,366,1280,532
11117,1280,681,F117,664,353,1013,497
11118,1280,681,F117,308,342,683,468
11119,4096,2304,V22,2318,491,3533,1215
11120,4096,2304,C130,1213,287,2903,887
11121,930,615,AG600,162,141,542,409
11122,5760,3840,AV8B,1669,1194,5595,2354
11123,3699,2466,F18,1097,208,2482,870
11124,4096,2925,F35,488,2001,1811,2299
11125,4096,2925,A10,1197,1570,2699,1939
11126,4096,2925,F22,895,1074,2384,1430
11127,4096,2925,F16,2420,1180,3724,1539
11128,3840,2160,Su34,1890,1224,1998,1437
11129,4928,3264,V22,2076,132,4516,1471
11130,4928,3264,C130,904,1204,4643,2361
11131,1500,993,Mig31,15,525,670,716
11132,1500,993,Mig31,665,200,1475,751
11133,3008,1960,A10,902,752,2440,1170
11134,2500,1050,F4,70,311,2448,902
11135,1200,900,Su57,26,288,1183,709
11136,5448,3632,C130,4047,2576,4129,2603
11137,5448,3632,C130,3031,975,3255,1129
11138,1280,720,Tu160,406,286,843,394
11139,2679,1786,F16,1510,1234,1630,1397
11140,1366,911,F16,314,8,965,798
11141,1200,800,F22,200,312,285,349
11142,1200,800,F22,283,285,1078,579
11143,3276,2184,V22,1,1,1599,727
11144,1200,797,US2,30,244,796,481
11145,1280,914,V22,355,227,647,353
11146,1280,914,V22,170,507,493,624
11147,1280,914,V22,308,686,612,783
11148,1280,914,V22,742,719,1060,835
11149,1691,1678,B52,517,1104,649,1228
11150,1691,1678,B52,484,910,613,1020
11151,1691,1678,B52,1088,857,1222,945
11152,1691,1678,B52,762,794,883,876
11153,1691,1678,B52,956,658,1071,737
11154,1691,1678,B52,579,438,679,505
11155,640,360,AG600,204,126,458,207
11156,1280,720,J20,128,178,1277,671
11157,1080,720,J20,51,290,799,523
11158,1964,1105,AV8B,55,351,1211,672
11159,1964,1105,AV8B,890,289,1948,717
11160,1024,681,Mirage2000,559,467,884,594
11161,1024,681,Mirage2000,160,488,446,591
11162,1024,768,EF2000,628,95,793,689
11163,1024,768,EF2000,175,147,369,528
11164,1200,800,C130,194,342,347,477
11165,1200,800,C130,597,539,653,620
11166,1200,800,C130,795,324,940,457
11167,1200,800,C130,557,89,753,297
11168,3382,1789,C130,2218,1385,2419,1448
11169,1400,1000,B2,488,129,1323,419
11170,1200,675,US2,197,309,983,477
11171,1180,730,Su57,153,101,1012,633
11172,600,352,AG600,1,146,600,288
11173,900,600,V22,702,412,780,438
11174,1200,900,F14,468,141,725,226
11175,1200,900,F14,619,305,901,405
11176,1200,900,F14,460,480,776,605
11177,1200,900,F14,278,669,639,832
11178,4256,2832,B1,1765,1622,3955,2053
11179,1200,630,RQ4,144,301,552,419
11180,1200,630,RQ4,681,208,1077,336
11181,2048,1366,C130,1268,1223,1534,1294
11182,2048,1366,MQ9,596,332,866,385
11183,2784,1856,F16,1,1,2071,1648
11184,2784,1856,F35,2211,881,2289,906
11185,1334,945,J20,294,536,320,557
11186,1334,945,J20,775,627,799,647
11187,1334,945,J20,658,600,682,619
11188,1334,945,J20,746,550,770,570
11189,1334,945,J20,716,233,743,257
11190,1500,1000,F35,294,76,804,938
11191,1280,804,F22,29,1,1280,374
11192,750,430,F15,76,173,317,360
11193,750,430,F15,340,50,515,213
11194,3880,1947,F15,290,442,1063,787
11195,3880,1947,F22,1443,517,2395,1032
11196,3880,1947,F16,2759,479,3333,788
11197,481,640,JAS39,66,58,429,584
11198,1920,1281,Rafale,48,355,1634,967
11199,1200,798,Su34,68,151,205,221
11200,1200,798,Su34,406,163,547,233
11201,1200,798,Su34,713,166,858,236
11202,1200,798,Su34,1015,157,1166,227
11203,630,425,Mig31,66,70,591,390
11204,1280,853,JAS39,625,201,938,494
11205,1040,780,Su34,556,308,760,496
11206,1600,900,F35,65,567,499,790
11207,1600,900,F35,467,502,854,697
11208,1600,900,F35,924,533,1337,741
11209,1600,900,F35,1199,475,1564,658
11210,1600,900,F35,274,326,517,439
11211,1600,900,F35,490,300,716,404
11212,1600,900,F35,768,313,1005,422
11213,1600,900,F35,938,294,1159,393
11214,1600,900,F35,826,214,985,285
11215,1600,900,F35,702,224,868,298
11216,1600,900,F35,500,218,662,293
11217,1600,900,F35,353,230,523,307
11218,1600,900,F35,765,166,889,221
11219,1600,900,F35,663,174,794,229
11220,1600,900,F35,509,170,629,225
11221,1600,900,F35,395,178,523,235
11222,1600,900,F35,417,145,523,191
11223,1600,900,F35,519,139,621,184
11224,1600,900,F35,638,141,743,186
11225,1600,900,F35,725,138,827,182
11226,1600,900,F35,429,124,519,162
11227,1600,900,F35,523,120,613,155
11228,1600,900,F35,622,119,711,159
11229,1600,900,F35,671,101,743,132
11230,1600,900,F35,661,93,720,117
11231,1600,900,F35,654,84,704,101
11232,1600,900,F35,612,107,678,134
11233,1600,900,F35,605,93,663,116
11234,1600,900,F35,600,85,653,105
11235,1600,900,F35,525,105,604,133
11236,1600,900,F35,528,94,592,115
11237,1600,900,F35,531,84,586,102
11238,1600,900,F35,443,105,518,137
11239,1600,900,F35,451,96,518,120
11240,1600,900,F35,461,85,521,105
11241,1200,900,Su34,450,127,808,365
11242,1200,800,C130,173,348,701,555
11243,4096,2725,EF2000,453,1350,1206,1723
11244,4096,2725,EF2000,1592,1243,2488,1660
11245,4096,2725,EF2000,2635,1321,3406,1689
11246,4096,2725,EF2000,3052,1223,3145,1264
11247,1100,975,F4,548,309,882,418
11248,4096,2925,F22,1336,1350,2031,1567
11249,4096,2925,F35,1722,1606,2351,1766
11250,4096,2925,A10,2299,1992,3053,2295
11251,4096,2925,F16,2800,2409,3614,2646
11252,4096,2925,C17,498,615,2178,1156
11253,900,1200,US2,181,369,724,574
11254,1170,780,F4,124,292,944,481
11255,1170,780,F4,310,347,1068,536
11256,1024,576,F15,228,192,833,354
11257,6349,4233,J20,4290,2224,5343,2765
11258,6349,4233,J20,1010,1443,2063,2003
11259,1280,905,F15,81,170,1165,776
11260,1200,800,EF2000,139,551,450,768
11261,1200,800,EF2000,484,285,798,507
11262,1200,800,EF2000,798,20,1114,250
11263,1080,720,AG600,248,310,657,415
11264,3072,2048,F117,1399,869,1535,1009
11265,4096,2590,F16,2353,403,3655,1270
11266,1200,800,Be200,29,202,1200,656
11267,1280,720,Su34,84,145,1197,580
11268,1280,720,Rafale,158,217,747,425
11269,1200,800,US2,526,340,894,442
11270,1280,698,C130,32,274,157,365
11271,1280,698,RQ4,973,291,1098,346
11272,1600,1067,Be200,1,1,1600,1030
11273,1200,957,US2,489,481,1114,637
11274,2357,1468,SR71,96,569,2339,1006
11275,980,630,MQ9,67,121,916,550
11276,1000,667,JAS39,301,449,406,488
11277,1000,667,JAS39,739,304,830,334
11278,1000,667,B52,369,323,687,415
11279,4023,2682,JAS39,3489,1573,3791,1876
11280,4023,2682,JAS39,3091,1772,3404,2110
11281,4023,2682,JAS39,2545,1978,2877,2339
11282,4023,2682,JAS39,1961,2173,2310,2593
11283,4023,2682,F16,853,2081,1260,2520
11284,4023,2682,F16,554,1889,928,2272
11285,4023,2682,F16,259,1607,595,1933
11286,4023,2682,F16,41,1384,336,1664
11287,2048,1366,A10,544,369,848,686
11288,1000,664,F22,209,216,479,295
11289,1000,664,F35,462,251,633,294
11290,4096,2730,V22,668,250,3365,2114
11291,900,563,US2,150,142,848,403
11292,1024,816,E2,447,386,883,565
11293,1536,551,F35,709,246,785,337
11294,1080,618,US2,126,95,994,321
11295,4096,2731,F16,1,502,4096,2448
11296,640,427,MQ9,1,210,217,309
11297,640,427,MQ9,210,120,639,368
11298,2560,1572,A400M,866,439,1701,723
11299,3008,2000,Be200,847,577,1931,874
11300,1200,798,U2,188,333,1043,535
11301,6016,3384,F22,4425,1961,4810,2090
11302,960,640,F15,68,122,837,566
11303,1280,857,C17,101,371,888,698
11304,1280,857,C17,432,1,950,271
11305,1280,840,C5,282,355,926,574
11306,1097,1536,A10,619,112,897,901
11307,1493,1120,Tornado,1,241,1470,1016
11308,901,1200,V22,501,840,550,885
11309,2048,1328,B52,816,616,995,750
11310,1200,900,A400M,661,200,835,253
11311,1024,767,C130,431,267,600,356
11312,1920,1080,F35,1740,239,1809,255
11313,1920,1080,F35,1577,155,1746,191
11314,1280,852,F22,11,253,1014,571
11315,1280,852,F22,724,321,1280,546
11316,526,517,B2,105,27,502,497
11317,927,695,F117,111,210,927,466
11318,4096,2731,F35,1260,565,2959,1547
11319,683,1023,J20,214,325,450,776
11320,1280,856,JAS39,21,90,1263,719
11321,1012,645,Tu160,380,210,1012,432
11322,1199,674,US2,560,292,667,383
11323,1200,799,US2,13,169,1186,524
11324,1200,800,US2,445,354,685,456
11325,1200,800,F4,62,278,1134,543
11326,3600,2100,C130,1,1381,596,1558
11327,3600,2100,V22,115,546,3510,1672
11328,1200,1001,V22,508,528,570,574
11329,1200,797,US2,593,187,744,234
11330,1280,842,AG600,322,427,805,573
11331,1170,743,JAS39,658,239,790,364
11332,4000,3000,Vulcan,1847,1010,2780,1682
11333,806,605,US2,1,251,555,424
11334,806,605,US2,378,289,776,406
11335,1200,800,E2,8,21,1193,800
11336,1080,810,C5,1,169,892,400
11337,2048,1536,JAS39,1474,231,1575,320
11338,1600,900,Rafale,637,274,1425,530
11339,1275,846,Su57,874,597,966,686
11340,1275,846,Su57,525,493,632,559
11341,1275,846,Su57,472,442,576,504
11342,1275,846,Su57,424,396,528,460
11343,1275,846,Su57,372,346,472,402
11344,1275,846,Su57,322,294,423,351
11345,1275,846,Su57,278,249,370,305
11346,1275,846,Su57,380,168,456,227
11347,4096,2661,A10,1015,888,3028,1713
11348,1100,732,Tu160,1,82,1100,565
11349,1200,823,YF23,1,119,1200,788
11350,1827,2472,Tu160,1,637,1822,2294
11351,1024,560,U2,100,221,959,516
11352,3000,1799,XB70,339,53,2674,1693
11353,2500,1406,Rafale,1009,317,1248,405
11354,2500,1406,Rafale,1279,273,1489,350
11355,600,400,RQ4,79,62,558,338
11356,1200,843,Mig31,808,556,1147,633
11357,1200,843,Mig31,813,376,1170,457
11358,1200,843,Tu160,19,297,834,478
11359,4096,2757,Rafale,399,2162,1093,2505
11360,4096,2757,Rafale,1305,1836,2016,2184
11361,4096,2757,Rafale,1027,1479,1691,1795
11362,4096,2757,Rafale,2155,1448,2875,1780
11363,4096,2757,Rafale,1841,1162,2514,1467
11364,4096,2757,Rafale,1606,823,2241,1113
11365,4096,2757,Rafale,2873,1109,3602,1432
11366,4096,2757,Rafale,2590,797,3276,1103
11367,4096,2757,Rafale,2344,492,2987,774
11368,4096,2757,Rafale,2184,198,2786,460
11369,1308,872,A10,682,564,813,605
11370,1308,872,A10,499,565,629,603
11371,2000,600,V22,128,207,798,567
11372,2000,600,C130,1141,43,1823,307
11373,640,400,Tornado,11,82,637,371
11374,1920,821,B52,459,207,1920,543
11375,3337,2235,Tornado,193,504,3194,1628
11376,960,1280,C5,20,315,803,579
11377,1280,852,C17,783,170,936,318
11378,1600,1070,C5,198,176,1305,808
11379,4096,2417,B2,1014,1091,1322,1170
11380,1200,900,US2,267,446,869,595
11381,1200,800,JAS39,280,199,997,603
11382,1600,1016,E2,101,339,1525,723
11383,1920,1371,F15,1002,192,1591,1017
11384,1000,541,Be200,92,19,795,279
11385,2790,1840,F14,1938,1377,2548,1632
11386,1280,853,MQ9,213,212,541,318
11387,1125,843,F16,299,80,760,242
11388,3981,2986,Be200,672,212,3355,2802
11389,1920,1372,F22,193,126,1783,1302
11390,4096,2731,B1,669,1140,2064,1616
11391,4096,2731,B1,2487,1070,3493,1388
11392,1920,1080,Su34,859,270,1001,433
11393,1435,1761,F16,1,55,1392,1761
11394,882,1276,EF2000,51,224,849,564
11395,1920,993,C130,653,43,1272,376
11396,1920,993,F18,114,701,324,974
11397,1920,993,F18,323,541,527,796
11398,1920,993,F18,522,379,720,622
11399,1920,993,F18,1556,704,1755,971
11400,1920,993,F18,1355,540,1549,793
11401,1920,993,F18,1176,388,1368,629
11402,960,641,RQ4,349,65,598,579
11403,680,453,V22,186,14,657,157
11404,1024,521,B1,1,93,1024,364
11405,889,621,AG600,1,1,889,612
11406,1000,746,F35,313,320,369,360
11407,1000,746,F35,358,395,414,436
11408,1000,746,F35,325,463,381,505
11409,2100,917,F117,1,287,961,704
11410,2100,917,F117,1298,324,2059,680
11411,2100,917,F117,1053,552,1105,567
11412,980,699,B52,1,170,917,419
11413,980,699,B52,512,374,978,501
11414,1172,832,F14,1,1,1172,832
11415,1280,857,F22,1036,280,1261,470
11416,1280,857,F15,580,227,781,406
11417,1280,857,F16,328,237,490,371
11418,1280,857,F35,14,256,171,391
11419,3483,2334,Tornado,220,662,2386,1653
11420,1900,2850,AV8B,408,1096,1168,1314
11421,1200,675,JAS39,194,218,1148,468
11422,525,654,YF23,1,4,525,410
11423,1600,1067,F35,470,357,785,642
11424,709,532,Be200,261,286,351,316
11425,1280,850,Tornado,233,98,1092,371
11426,1280,1021,C130,275,85,703,301
11427,1280,826,F4,32,476,821,653
11428,1280,826,F4,457,350,1017,477
11429,1280,826,F4,671,280,1124,379
11430,1280,826,F4,832,212,1202,295
11431,1024,728,Tu160,316,279,631,462
11432,1200,799,US2,65,220,619,392
11433,1200,799,F35,472,314,848,465
11434,1200,799,F35,562,315,996,494
11435,1200,799,F35,647,318,1171,533
11436,1050,700,B1,209,149,977,302
11437,2100,1400,US2,413,559,1352,801
11438,1014,721,F16,36,21,925,268
11439,1440,810,A400M,537,309,1275,542
11440,2048,1365,F16,67,56,1935,1250
11441,1034,650,Tu95,1,137,333,413
11442,1034,650,Tu95,445,312,759,590
11443,1034,650,Tu95,669,48,948,286
11444,1920,1080,J20,282,306,643,582
11445,1920,1080,J20,1096,312,1440,599
11446,1179,1772,A400M,1,11,1179,1354
11447,4096,2731,B52,1042,243,3939,2313
11448,1280,850,F18,439,344,1175,789
11449,1280,850,F18,315,291,905,615
11450,1280,850,F15,224,194,761,432
11451,1280,850,F15,206,121,658,326
11452,780,520,F16,141,30,685,302
11453,1600,1066,EF2000,586,448,964,676
11454,1600,1066,EF2000,666,461,878,556
11455,1024,682,F15,76,178,1001,554
11456,1200,800,C17,11,173,1186,543
11457,1280,843,F117,487,4,1158,811
11458,2100,1395,F15,855,137,1075,277
11459,2100,1395,F4,944,335,1131,455
11460,2100,1395,F117,1192,486,1414,616
11461,2100,1395,F22,1501,632,1731,771
11462,1024,768,B2,30,10,860,197
11463,1024,768,B2,223,231,1024,768
11464,1600,1080,Tu95,192,441,806,913
11465,1600,1080,F4,1222,426,1381,638
11466,1920,1080,F35,1187,759,1836,1054
11467,1920,1080,F35,1160,350,1698,558
11468,1920,1080,C130,113,56,1180,660
11469,2048,1328,EF2000,726,594,1335,981
11470,4096,2731,C130,1019,582,3372,1153
11471,2048,1287,AG600,665,492,1321,731
11472,1200,785,F4,194,244,1096,610
11473,2100,1474,B1,1592,841,1951,1182
11474,2100,1474,B1,648,746,926,902
11475,960,614,SR71,443,319,479,339
11476,1700,1133,F35,265,82,883,866
11477,1000,563,F18,398,251,675,378
11478,6000,4000,Tornado,2797,2258,5029,2987
11479,6000,4000,Tornado,2144,1456,4436,2264
11480,6000,4000,Tornado,1511,379,3888,1204
11481,1200,900,US2,63,349,892,603
11482,1200,900,US2,302,331,1200,625
11483,1200,751,A400M,261,406,412,446
11484,1200,751,A400M,80,222,240,263
11485,1200,751,A400M,480,191,645,235
11486,1200,751,A400M,761,300,917,339
11487,1451,816,A400M,320,151,1114,368
11488,680,454,C5,219,165,446,269
11489,1280,850,F22,185,587,238,641
11490,1280,850,F22,276,620,330,678
11491,1280,850,F22,366,662,421,719
11492,1280,850,F22,413,736,467,791
11493,1280,853,F22,708,711,879,809
11494,1280,853,F22,618,553,792,656
11495,1280,853,F22,528,399,705,504
11496,1280,853,F22,641,209,822,321
11497,1280,853,F22,791,56,977,171
11498,1600,1067,F14,1,451,577,657
11499,1600,1067,YF23,24,349,1516,816
11500,1600,1067,YF23,277,567,329,588
11501,1600,1067,YF23,308,546,353,561
11502,5472,3648,Vulcan,1,1,5472,3648
11503,1280,854,F22,77,118,980,745
11504,1600,1067,C17,45,96,1572,836
11505,2048,1365,E2,669,568,1955,1105
11506,2048,1365,E2,1,1,1983,916
11507,1926,1084,F16,730,70,1108,903
11508,3000,1997,C17,438,357,2068,1829
11509,1280,914,F14,101,407,163,453
11510,1280,914,F14,210,400,269,443
11511,1280,914,F14,329,404,389,449
11512,1280,914,F14,404,418,456,458
11513,1280,914,F14,495,415,545,451
11514,1280,914,F14,535,401,588,441
11515,1280,914,F14,596,426,646,464
11516,1280,914,F14,609,412,655,441
11517,1280,914,F14,657,409,702,446
11518,1280,914,F14,697,400,744,437
11519,1280,914,F14,743,419,789,456
11520,1280,914,F14,755,350,811,394
11521,1280,914,F14,807,344,860,389
11522,1280,914,F14,1206,494,1266,532
11523,1280,914,F14,1070,476,1127,514
11524,1280,914,F14,1104,468,1158,506
11525,1280,914,F14,984,441,1035,481
11526,1280,914,F14,950,442,1002,481
11527,1280,914,F14,898,435,946,473
11528,1280,914,F14,843,443,894,479
11529,1280,914,F14,915,356,970,401
11530,1280,914,F14,876,308,935,355
11531,1200,857,RQ4,48,206,1178,567
11532,960,640,Tu160,1,264,960,640
11533,1280,725,F18,16,271,148,442
11534,1280,725,B2,287,217,838,425
11535,1280,725,F16,1012,269,1123,430
11536,1280,725,F16,1152,275,1265,439
11537,4295,2858,F16,2702,1332,3195,1959
11538,4295,2858,Mirage2000,966,1782,1375,2349
11539,4295,2858,EF2000,1629,719,2131,1347
11540,500,391,Vulcan,15,106,490,299
11541,1200,800,US2,434,361,624,417
11542,1028,637,Mirage2000,1,166,1028,472
11543,2100,1500,B2,1010,370,1656,649
11544,2100,1500,F18,72,579,274,769
11545,2100,1500,F18,438,469,637,657
11546,2100,1500,F18,230,867,425,1050
11547,2100,1500,F18,597,695,792,879
11548,2100,1500,F18,1767,910,1949,1072
11549,2100,1500,F18,1489,1018,1675,1182
11550,2100,1500,F18,1592,1192,1773,1351
11551,2100,1500,F18,1850,1110,2031,1269
11552,1280,720,Su34,249,312,540,419
11553,2000,1333,F35,6,317,1276,859
11554,564,844,SR71,25,302,281,675
11555,4096,2860,B1,1799,927,2695,1264
11556,3503,2465,B1,2143,1530,2338,1627
11557,3503,2465,B1,1,1,3503,2280
11558,1000,667,B2,187,335,946,437
11559,1000,667,F35,108,176,878,350
11560,960,352,JAS39,171,79,841,258
11561,1024,648,F16,112,207,355,365
11562,1280,853,A10,111,378,524,506
11563,1280,853,A10,418,413,866,547
11564,1280,853,A10,626,464,1132,623
11565,1280,853,A10,519,296,869,396
11566,1619,1080,AG600,4,310,1541,834
11567,961,967,Tornado,1,93,829,896
11568,2485,965,Vulcan,308,105,2267,786
11569,1800,1200,F18,532,361,679,422
11570,2340,1316,JAS39,305,445,769,737
11571,2340,1316,JAS39,776,157,1233,450
11572,2340,1316,JAS39,963,468,1415,755
11573,2340,1316,JAS39,537,803,991,1089
11574,2266,1618,V22,436,490,1990,1126
11575,2266,1618,F18,463,401,1393,826
11576,2048,1152,JAS39,1,218,2048,1152
11577,1920,1280,Mirage2000,334,297,1371,939
11578,1920,1280,Mirage2000,491,340,1574,943
11579,320,180,Vulcan,1,29,320,135
11580,1334,956,J20,1018,245,1047,271
11581,1334,956,J20,245,491,273,517
11582,1334,956,J20,631,560,656,584
11583,1334,956,J20,751,498,776,522
11584,1334,956,J20,734,584,759,608
11585,1200,799,V22,309,316,1002,569
11586,1200,799,C5,244,13,702,172
11587,1280,851,F15,310,161,1062,715
11588,756,504,F4,30,287,171,409
11589,756,504,F4,607,224,732,273
11590,756,504,F14,468,308,609,367
11591,756,504,F14,326,169,473,230
11592,1200,900,V22,344,231,927,528
11593,720,520,Tu95,19,4,716,520
11594,1312,676,V22,369,563,452,603
11595,1312,676,V22,469,543,551,580
11596,1312,676,V22,601,505,685,544
11597,1312,676,V22,768,484,854,527
11598,1312,676,V22,865,432,954,473
11599,3000,2043,F15,1,159,3000,1979
11600,2936,2304,XB70,219,619,2708,1982
11601,1800,1200,Su34,1277,596,1616,1093
11602,1600,1043,F16,764,258,913,452
11603,1600,1043,F16,671,474,828,668
11604,1600,1043,F16,569,661,723,850
11605,1300,920,Rafale,304,128,1092,768
11606,2209,1658,F18,172,70,2138,1628
11607,5990,3985,F22,1680,2135,2346,2336
11608,1600,1057,F16,1208,34,1600,485
11609,1600,1057,F16,645,294,991,571
11610,1600,1057,F16,1,135,428,549
11611,1200,900,V22,698,478,822,520
11612,1200,900,V22,367,477,506,523
11613,1200,800,Rafale,285,258,683,536
11614,3421,1919,Be200,178,581,2979,1514
11615,1200,1200,F15,776,16,951,217
11616,2621,1750,Be200,401,569,2552,1162
11617,1552,2493,Rafale,950,105,1374,799
11618,1552,2493,Rafale,21,684,986,2411
11619,1552,2493,F35,535,571,1325,1703
11620,1552,2493,EF2000,1022,263,1552,1144
11621,680,453,F18,332,309,445,348
11622,680,453,C17,22,213,298,315
11623,1024,671,XB70,502,275,572,413
11624,5616,3744,AV8B,104,1796,2537,2964
11625,2400,1631,B1,1,1,2400,1529
11626,2000,1333,F35,773,903,967,1172
11627,2000,1333,F35,931,671,1131,948
11628,2000,1333,F18,1071,368,1308,693
11629,2000,1333,F18,337,756,560,1061
11630,2048,1366,F18,1,482,802,937
11631,2048,1366,F18,823,368,1957,986
11632,960,540,C17,82,146,934,421
11633,602,451,B1,32,56,521,186
11634,602,451,Tu160,7,291,585,400
11635,1280,720,V22,1,183,262,320
11636,1536,1024,V22,414,72,1285,505
11637,1280,783,F16,1,79,1280,783
11638,1000,808,Vulcan,162,521,581,729
11639,1000,808,Vulcan,562,391,904,542
11640,1024,768,A10,320,411,352,422
11641,1024,768,A10,373,410,424,423
11642,1024,768,A10,449,409,492,422
11643,1000,667,F16,20,232,569,524
11644,1000,667,F16,136,264,439,365
11645,2000,1334,Su57,1357,498,1787,589
11646,2000,1334,Su57,935,603,1368,705
11647,2000,1334,Su57,650,648,1087,736
11648,2000,1334,Su57,181,761,626,857
11649,1200,900,A10,1,114,1105,576
11650,2048,1365,F15,1,167,1813,887
11651,2048,1364,F18,1574,712,1836,786
11652,2048,1364,F22,285,622,881,846
11653,563,450,XB70,113,120,556,333
11654,1024,683,V22,1,133,812,541
11655,1024,683,F18,184,311,271,343
11656,2702,2027,Su34,577,612,843,741
11657,2047,1365,MQ9,1,156,2047,1281
11658,1851,1080,C17,466,604,1795,1021
11659,4096,2926,Mirage2000,86,1475,1528,2287
11660,4096,2926,Rafale,2670,177,3016,316
11661,4096,2926,C130,1420,1094,4096,2175
11662,700,495,Mig31,36,184,642,364
11663,1366,911,Mirage2000,286,519,508,648
