,width,height,class,xmin,ymin,xmax,ymax
8255,1920,1536,AV8B,20,337,864,747
8256,5205,2928,AV8B,81,322,5205,2381
8257,4096,2304,AV8B,1,1389,277,1569
8258,4096,2304,AV8B,484,1345,1150,1587
8259,1536,2048,AV8B,126,492,1213,1118
8260,4096,2731,AV8B,1,126,2562,1120
8261,4096,2731,AV8B,1,741,2833,2099
8262,1974,1111,AV8B,642,597,1168,766
8263,1974,1111,AV8B,821,392,1351,558
8264,1974,1111,AV8B,1051,70,1553,455
8265,4650,2655,AV8B,8,745,1633,1328
8266,5760,3840,AV8B,2765,2802,4727,3672
8267,5760,3840,AV8B,1919,1414,3138,2068
8268,2100,1500,AV8B,137,75,1443,670
8269,2100,1500,AV8B,398,263,1933,1061
8270,3376,2250,AV8B,1,38,2604,1972
8271,5520,3680,AV8B,1804,1837,2558,2604
8272,5616,3744,AV8B,661,1281,4146,2658
8273,2100,1500,AV8B,14,585,2058,1130
8274,2037,1146,AV8B,427,457,875,863
8275,2037,1146,AV8B,1391,175,1642,664
8276,1200,799,AV8B,475,294,860,406
8277,5616,3744,AV8B,345,2319,1460,2872
8278,2642,1887,AV8B,979,440,2400,1000
8279,3744,5616,AV8B,1765,573,2871,954
8280,4649,2615,AV8B,2469,893,3986,1497
8281,4956,3540,AV8B,850,879,4375,2819
8282,1200,799,AV8B,1,308,426,511
8283,1200,799,AV8B,446,311,798,468
8284,1200,799,AV8B,760,327,1041,444
8285,1200,799,AV8B,985,325,1194,428
8286,2914,1378,AV8B,136,471,1186,953
8287,1000,667,AV8B,50,101,982,542
8288,1660,934,AV8B,309,394,974,619
8289,1660,934,AV8B,880,383,1622,623
8290,1124,737,AV8B,220,155,1124,558
8291,1802,1014,AV8B,1031,244,1167,323
8292,1802,1014,AV8B,793,245,929,315
8293,1200,803,AV8B,558,328,639,489
8294,2995,3744,AV8B,664,1192,1980,1520
8295,4320,3240,AV8B,1713,589,2552,1290
8296,4320,3240,AV8B,1497,1379,2706,2630
8297,4320,3240,AV8B,2806,1059,3868,2099
8298,4320,3240,AV8B,338,1093,1405,2146
8299,2981,1984,AV8B,419,507,1344,754
8300,2981,1984,AV8B,1145,593,2037,819
8301,2981,1984,AV8B,1740,718,2602,895
8302,2981,1984,AV8B,1288,911,2112,1153
8303,2981,1984,AV8B,449,966,1325,1183
8304,2981,1984,AV8B,776,1179,1586,1365
8305,1500,1004,AV8B,381,280,1115,656
8306,2048,1152,AV8B,22,312,1551,725
8307,2048,1152,AV8B,337,289,2028,718
8308,4288,2848,AV8B,884,345,1794,627
8309,5760,3840,AV8B,349,731,4866,2219
8310,4752,3168,AV8B,2678,1868,3821,2190
8311,4752,3168,AV8B,1447,1427,2627,1757
8312,1200,803,AV8B,453,213,737,303
8313,5616,3744,AV8B,4168,2449,5362,2755
8314,2153,3226,AV8B,80,739,1728,1404
8315,2100,1500,AV8B,484,212,1802,811
8316,3888,2592,AV8B,1707,1365,2841,1997
8317,3888,2592,AV8B,933,474,2085,1127
8318,3715,3251,AV8B,1451,1231,2093,1401
8319,5616,3744,AV8B,3992,2189,4571,2403
8320,5616,3744,AV8B,598,2226,2071,2693
8321,1999,1125,AV8B,18,332,1525,736
8322,1999,1125,AV8B,278,305,1933,734
8323,4096,2725,AV8B,1,1048,3254,1989
8324,5616,3744,AV8B,3876,1496,4259,1652
8325,1024,763,AV8B,502,344,908,523
8326,1024,763,AV8B,1,184,1024,763
8327,2048,1152,AV8B,124,54,2048,1152
8328,5760,3840,AV8B,2299,970,4885,2177
8329,5760,3840,AV8B,270,633,581,766
8330,1200,810,AV8B,50,189,1164,666
8331,1637,921,AV8B,346,278,1163,549
8332,1637,921,AV8B,596,316,1436,592
8333,3581,2387,AV8B,1059,739,3337,1646
8334,1864,1049,AV8B,220,288,1677,711
8335,1600,837,AV8B,1,1,1547,837
8336,1280,870,AV8B,10,269,1275,595
8337,1200,675,AV8B,125,348,179,367
8338,5616,3744,AV8B,572,939,3414,2247
8339,2048,1153,AV8B,16,284,636,498
8340,2048,1153,AV8B,1392,623,1997,823
8341,4896,3264,AV8B,1444,2188,1851,2447
8342,4896,3264,AV8B,1362,1581,1746,1823
8343,1817,1022,AV8B,95,108,1762,876
8344,3777,2698,AV8B,957,371,3315,1303
8345,1080,1920,AV8B,250,52,883,1845
8346,5476,3069,AV8B,2414,1065,3032,1351
8347,2000,2316,AV8B,852,869,2000,1457
8348,2000,2316,AV8B,434,614,1092,916
8349,2000,2316,AV8B,168,347,548,518
8350,5616,3744,AV8B,720,1358,5212,3567
8351,2048,1326,AV8B,1352,937,1591,1259
8352,2048,1326,AV8B,560,56,807,392
8353,4000,6000,AV8B,689,2708,1752,3325
8354,4000,6000,AV8B,1168,2364,2210,2712
8355,3000,1967,AV8B,503,1033,1968,1401
8356,3840,5760,AV8B,1315,1017,1512,1183
8357,3840,5760,AV8B,1479,1637,3089,2274
8358,5760,3840,AV8B,1052,1364,2559,1897
8359,1440,720,AV8B,1,118,730,355
8360,5616,3744,AV8B,931,475,4583,1952
8361,5760,3840,AV8B,1975,732,4467,1848
8362,1280,720,AV8B,254,358,918,589
8363,3504,2336,AV8B,112,211,3504,1416
8364,1080,1920,AV8B,251,54,885,1843
8365,5760,3840,AV8B,1,706,2522,1764
8366,5616,3744,AV8B,2178,2062,2397,2176
8367,3000,1813,AV8B,305,228,995,467
8368,2100,1500,AV8B,665,191,1176,436
8369,2100,1500,AV8B,658,533,1149,766
8370,2100,1500,AV8B,1238,722,1733,958
8371,2100,1500,AV8B,1257,313,1772,547
8372,4288,2848,AV8B,1,494,3501,1767
8373,1999,1398,AV8B,468,362,712,494
8374,1999,1398,AV8B,1003,517,1520,622
8375,1999,1398,AV8B,1620,616,1925,712
8376,5760,3840,AV8B,966,2988,1462,3165
8377,5760,3840,AV8B,3976,1000,4384,1163
8378,3749,2499,AV8B,107,762,3635,1670
8379,1962,1104,AV8B,469,610,718,697
8380,1962,1104,AV8B,757,535,1007,623
8381,1962,1104,AV8B,963,446,1211,535
8382,1962,1104,AV8B,1204,370,1457,456
8383,4920,3280,AV8B,309,1756,2395,2556
8384,4920,3280,AV8B,2670,1772,4710,2531
8385,4254,2865,AV8B,320,1127,2764,1772
8386,5760,3840,AV8B,1669,1194,5595,2354
8387,1964,1105,AV8B,55,351,1211,672
8388,1964,1105,AV8B,890,289,1948,717
8389,1900,2850,AV8B,408,1096,1168,1314
8390,5616,3744,AV8B,104,1796,2537,2964
8391,5616,3744,AV8B,1,752,5267,3744
8392,1500,2100,AV8B,139,905,1376,1400
8393,5616,3744,AV8B,1955,1586,3247,2040
8394,5339,3003,AV8B,18,545,3842,1362
8395,1893,1228,AV8B,602,412,935,629
8396,1858,1045,AV8B,380,190,1835,780
8397,2000,1278,AV8B,318,288,707,400
8398,1024,576,EF2000,407,262,490,318
8399,750,500,EF2000,74,128,688,399
8400,1023,683,EF2000,340,160,988,458
8401,1023,683,EF2000,34,493,200,650
8402,1024,683,EF2000,778,289,924,341
8403,1024,781,EF2000,392,264,791,577
8404,1024,683,EF2000,549,133,1024,683
8405,1920,1278,EF2000,836,493,1822,968
8406,2048,1682,EF2000,170,155,1584,1167
8407,1600,1066,EF2000,815,180,1115,294
8408,1536,2048,EF2000,152,801,1318,1143
8409,1266,846,EF2000,193,172,979,533
8410,600,399,EF2000,128,46,490,297
8411,1200,675,EF2000,194,145,1072,428
8412,4896,2560,EF2000,1317,997,3211,2350
8413,4896,2560,EF2000,1828,179,4005,1642
8414,1920,1279,EF2000,65,527,708,811
8415,1920,1279,EF2000,626,515,1342,804
8416,1920,1279,EF2000,1046,512,1808,807
8417,1920,1080,EF2000,121,144,1056,407
8418,4031,2687,EF2000,1714,1000,1758,1043
8419,4031,2687,EF2000,1743,924,1788,970
8420,4031,2687,EF2000,1775,851,1823,902
8421,4031,2687,EF2000,1816,765,1866,819
8422,4031,2687,EF2000,1859,644,1912,705
8423,4031,2687,EF2000,1747,647,1799,708
8424,4031,2687,EF2000,1638,650,1690,711
8425,4031,2687,EF2000,2166,1035,2209,1078
8426,4031,2687,EF2000,2072,946,2117,993
8427,4031,2687,EF2000,2262,970,2308,1016
8428,4031,2687,EF2000,2269,867,2316,916
8429,4031,2687,EF2000,2079,844,2126,895
8430,4031,2687,EF2000,2081,729,2131,785
8431,4031,2687,EF2000,2184,634,2236,694
8432,4031,2687,EF2000,2280,747,2330,802
8433,1260,839,EF2000,85,1,1223,839
8434,1500,1000,EF2000,691,460,853,524
8435,3633,2422,EF2000,3225,1023,3511,1190
8436,3633,2422,EF2000,2904,897,3192,1068
8437,1998,1427,EF2000,1022,1085,1145,1149
8438,1998,1427,EF2000,922,873,1046,940
8439,1998,1427,EF2000,1063,536,1188,601
8440,1998,1427,EF2000,774,366,898,433
8441,1998,1427,EF2000,468,297,594,365
8442,3600,2400,EF2000,84,891,1318,1724
8443,3600,2400,EF2000,195,507,3409,1930
8444,1500,1000,EF2000,572,185,634,221
8445,1170,802,EF2000,48,298,864,721
8446,1170,802,EF2000,533,44,1024,262
8447,4096,2350,EF2000,2520,1433,2998,1710
8448,3276,2180,EF2000,2325,656,2770,910
8449,3276,2180,EF2000,392,700,799,938
8450,1874,1360,EF2000,97,865,263,1103
8451,1874,1360,EF2000,1640,946,1779,1162
8452,1920,1152,EF2000,1505,982,1604,1032
8453,1920,1152,EF2000,1584,693,1694,737
8454,1024,683,EF2000,279,77,832,609
8455,1595,659,EF2000,133,65,316,177
8456,1595,659,EF2000,163,268,337,370
8457,1595,659,EF2000,402,323,578,432
8458,1595,659,EF2000,360,70,542,181
8459,1124,1500,EF2000,420,1003,454,1035
8460,1124,1500,EF2000,495,995,547,1013
8461,1124,1500,EF2000,752,387,830,421
8462,2048,1364,EF2000,759,827,1092,991
8463,2048,1364,EF2000,754,248,1065,403
8464,1280,720,EF2000,879,519,1196,639
8465,1280,720,EF2000,455,119,776,277
8466,3600,2700,EF2000,1168,1056,1466,1172
8467,960,625,EF2000,320,219,536,290
8468,1607,1080,EF2000,118,357,383,434
8469,1607,1080,EF2000,70,287,894,546
8470,2048,1274,EF2000,1,1,2048,1274
8471,1600,1066,EF2000,379,152,1191,554
8472,960,640,EF2000,51,438,216,499
8473,960,640,EF2000,323,519,461,568
8474,960,640,EF2000,429,483,544,524
8475,960,640,EF2000,296,316,471,385
8476,960,640,EF2000,421,367,568,426
8477,960,640,EF2000,580,399,705,448
8478,960,640,EF2000,764,303,893,361
8479,960,640,EF2000,668,227,820,299
8480,960,640,EF2000,487,52,681,156
8481,1365,2048,EF2000,840,585,946,624
8482,2400,1600,EF2000,371,534,765,729
8483,2400,1600,EF2000,788,383,1190,582
8484,2400,1600,EF2000,1213,251,1622,442
8485,2400,1600,EF2000,730,881,1116,1060
8486,2400,1600,EF2000,1042,736,1437,925
8487,2400,1600,EF2000,1470,605,1871,795
8488,2400,1600,EF2000,1057,1198,1433,1363
8489,2400,1600,EF2000,1415,1093,1798,1265
8490,2400,1600,EF2000,1716,974,2107,1155
8491,2500,1875,EF2000,1004,925,1668,1191
8492,1201,801,EF2000,8,161,1039,605
8493,4096,2718,EF2000,1219,824,1688,1171
8494,4096,3076,EF2000,938,971,2198,1402
8495,3000,1993,EF2000,1521,856,2108,1142
8496,1600,970,EF2000,146,52,1353,941
8497,3600,2375,EF2000,2473,1277,2979,1452
8498,3600,2375,EF2000,600,954,1123,1140
8499,2048,1026,EF2000,1295,610,1532,675
8500,3600,2462,EF2000,420,637,2894,1695
8501,994,1489,EF2000,115,155,861,1226
8502,1170,780,EF2000,1,15,1120,735
8503,615,409,EF2000,491,139,610,180
8504,1920,1279,EF2000,87,298,1876,991
8505,1536,864,EF2000,532,364,873,515
8506,1600,1200,EF2000,260,507,548,670
8507,1600,1200,EF2000,302,765,582,917
8508,1600,1200,EF2000,706,791,984,944
8509,1600,1200,EF2000,674,529,959,693
8510,1600,1200,EF2000,689,233,981,403
8511,1600,1200,EF2000,1168,225,1457,396
8512,1600,1200,EF2000,1183,543,1466,708
8513,1600,1200,EF2000,1139,840,1415,994
8514,1024,576,EF2000,271,1,1024,365
8515,2048,1366,EF2000,227,205,1732,734
8516,2048,1366,EF2000,334,866,856,1065
8517,2048,1366,EF2000,826,592,1276,755
8518,2048,1366,EF2000,1140,405,1543,545
8519,2048,1366,EF2000,875,372,1241,497
8520,2048,1362,EF2000,778,619,1552,881
8521,2048,1362,EF2000,402,600,1443,903
8522,2048,1362,EF2000,1,49,2004,1050
8523,5225,3565,EF2000,3524,2318,4745,2941
8524,3406,1964,EF2000,588,678,2067,1377
8525,2048,1229,EF2000,1052,607,1220,671
8526,1152,768,EF2000,24,8,1119,642
8527,1200,799,EF2000,110,312,1079,562
8528,1786,1288,EF2000,164,923,1052,1245
8529,3600,2025,EF2000,1119,962,1269,1085
8530,1600,846,EF2000,878,89,1281,217
8531,3000,1860,EF2000,866,733,1263,908
8532,4483,2847,EF2000,1019,708,2126,1170
8533,1440,1080,EF2000,897,512,1440,757
8534,1024,673,EF2000,1,76,1024,673
8535,1024,673,EF2000,1,320,315,588
8536,3200,2133,EF2000,634,1107,813,1437
8537,3200,2133,EF2000,142,1195,321,1554
8538,1200,800,EF2000,101,221,1158,560
8539,4096,2927,EF2000,1343,924,3524,1808
8540,4096,2855,EF2000,1000,1521,1230,1623
8541,4096,2855,EF2000,2696,1063,3651,1729
8542,1024,702,EF2000,516,374,744,445
8543,1024,702,EF2000,312,451,552,528
8544,1024,702,EF2000,52,517,318,607
8545,1536,921,EF2000,594,249,1433,456
8546,1536,921,EF2000,20,243,1505,650
8547,1500,998,EF2000,1075,449,1332,782
8548,1500,998,EF2000,201,251,504,497
8549,2048,1531,EF2000,46,98,1978,914
8550,3600,2400,EF2000,2802,1175,3600,1597
8551,3600,2400,EF2000,154,501,3555,1734
8552,1170,773,EF2000,34,296,915,727
8553,1170,773,EF2000,497,126,1109,330
8554,1170,773,EF2000,575,81,1071,236
8555,1920,1279,EF2000,499,478,779,639
8556,1920,1279,EF2000,792,503,1072,658
8557,1920,1279,EF2000,1227,511,1364,763
8558,1024,576,EF2000,376,220,954,390
8559,1000,750,EF2000,429,515,677,602
8560,1170,1170,EF2000,1,368,972,843
8561,640,960,EF2000,78,512,449,917
8562,640,960,EF2000,182,68,546,484
8563,1249,1749,EF2000,417,1231,555,1286
8564,1249,1749,EF2000,246,291,390,348
8565,1170,700,EF2000,111,523,336,597
8566,1000,666,EF2000,306,141,442,225
8567,1000,666,EF2000,284,47,423,133
8568,2560,1920,EF2000,1488,948,1628,1005
8569,1200,726,EF2000,815,517,838,525
8570,3353,2231,EF2000,795,715,892,787
8571,3353,2231,EF2000,714,662,810,731
8572,1600,800,EF2000,151,367,452,511
8573,1024,654,EF2000,39,223,639,385
8574,1024,654,EF2000,798,317,957,365
8575,1920,1279,EF2000,239,568,634,740
8576,1920,1279,EF2000,1343,569,1726,740
8577,1024,768,EF2000,1,78,994,768
8578,1800,1200,EF2000,261,462,430,615
8579,1800,1200,EF2000,60,394,225,534
8580,1680,1050,EF2000,67,40,1627,933
8581,2048,1366,EF2000,1104,954,1549,1264
8582,2048,1366,EF2000,1014,177,1425,452
8583,1920,1200,EF2000,849,184,1561,1050
8584,1920,1200,EF2000,457,434,1089,729
8585,2614,1745,EF2000,187,524,2293,1464
8586,1366,912,EF2000,28,349,764,675
8587,1366,912,EF2000,837,418,1366,681
8588,1600,1067,EF2000,162,280,1430,774
8589,3600,2400,EF2000,2089,1558,2810,1817
8590,1024,682,EF2000,1,1,1024,682
8591,1200,799,EF2000,471,626,606,685
8592,468,272,EF2000,143,73,372,149
8593,1240,826,EF2000,374,307,756,662
8594,1024,768,EF2000,160,395,317,447
8595,1800,700,EF2000,131,1,1658,618
8596,4096,2334,EF2000,246,357,2080,981
8597,1024,683,EF2000,206,158,821,576
8598,1024,813,EF2000,251,292,439,613
8599,1280,852,EF2000,298,314,716,447
8600,5315,3543,EF2000,2847,671,4291,1172
8601,1200,675,EF2000,164,322,229,347
8602,1200,675,EF2000,823,295,891,321
8603,2048,910,EF2000,90,278,740,557
8604,2048,1351,EF2000,1163,524,1581,708
8605,2048,1351,EF2000,396,85,526,155
8606,1280,853,EF2000,772,98,1001,195
8607,2048,1365,EF2000,336,95,1780,1120
8608,2048,1365,EF2000,500,167,1207,664
8609,1200,800,EF2000,18,576,220,712
8610,1200,800,EF2000,384,468,589,606
8611,1200,800,EF2000,680,364,886,503
8612,1200,800,EF2000,974,222,1112,425
8613,1024,768,EF2000,505,315,583,362
8614,1920,1279,EF2000,180,186,520,380
8615,1920,1279,EF2000,556,388,892,574
8616,1920,1279,EF2000,989,638,1322,824
8617,1920,1279,EF2000,1404,875,1732,1055
8618,4096,2734,EF2000,2377,927,2714,1256
8619,4096,2734,EF2000,2086,1191,2408,1502
8620,4096,2734,EF2000,1875,1441,2180,1727
8621,4096,2734,EF2000,1678,1603,1875,1869
8622,1170,738,EF2000,196,246,851,560
8623,1536,2048,EF2000,895,1147,1161,1375
8624,1536,2048,EF2000,57,799,592,1110
8625,2048,1452,EF2000,247,236,586,364
8626,2048,1452,EF2000,187,378,568,516
8627,2048,1452,EF2000,117,613,551,778
8628,2048,1452,EF2000,816,276,1172,405
8629,2048,1452,EF2000,1354,906,1829,1084
8630,2048,1452,EF2000,1362,585,1772,721
8631,2048,1452,EF2000,1411,295,1791,427
8632,1200,800,EF2000,692,94,1122,557
8633,3600,2700,EF2000,1988,1220,2814,1617
8634,2048,1462,EF2000,392,140,1046,542
8635,1024,836,EF2000,363,152,752,712
8636,1360,743,EF2000,134,173,789,419
8637,1200,729,EF2000,21,306,619,539
8638,1200,729,EF2000,197,25,1200,710
8639,1066,1600,EF2000,174,876,1009,1242
8640,1536,2048,EF2000,571,1301,1453,1728
8641,2250,1500,EF2000,209,301,763,1062
8642,4096,2304,EF2000,534,469,3571,1735
8643,1200,657,EF2000,79,96,771,508
8644,1200,657,EF2000,238,264,1145,516
8645,720,480,EF2000,412,229,445,252
8646,1920,1080,EF2000,302,132,1846,871
8647,2048,1363,EF2000,1,1,2048,1327
8648,2000,1333,EF2000,42,268,1927,1146
8649,1536,1024,EF2000,1,222,1418,1024
8650,1800,1200,EF2000,86,187,1738,966
8651,1024,687,EF2000,514,379,737,446
8652,1024,687,EF2000,332,435,584,512
8653,2560,1331,EF2000,651,564,1077,752
8654,2560,1331,EF2000,1630,553,2098,762
8655,2521,1801,EF2000,1127,645,1377,843
8656,1600,1067,EF2000,132,340,1435,827
8657,650,433,EF2000,104,212,539,309
8658,1280,853,EF2000,344,72,439,171
8659,1536,950,EF2000,201,298,565,469
8660,1536,950,EF2000,1234,334,1504,460
8661,1800,1200,EF2000,350,498,1196,762
8662,1300,845,EF2000,148,1,996,845
8663,4096,2304,EF2000,2388,1410,2759,1590
8664,1536,864,EF2000,1058,446,1342,575
8665,2560,1707,EF2000,1248,666,1899,954
8666,1495,732,EF2000,169,145,621,346
8667,4096,2856,EF2000,1311,802,1436,850
8668,4096,2856,EF2000,1399,761,1526,808
8669,4096,2856,EF2000,1558,792,1685,842
8670,1024,768,EF2000,628,95,793,689
8671,1024,768,EF2000,175,147,369,528
8672,4096,2725,EF2000,453,1350,1206,1723
8673,4096,2725,EF2000,1592,1243,2488,1660
8674,4096,2725,EF2000,2635,1321,3406,1689
8675,4096,2725,EF2000,3052,1223,3145,1264
8676,1200,800,EF2000,484,285,798,507
8677,1200,800,EF2000,798,20,1114,250
8678,882,1276,EF2000,51,224,849,564
8679,1600,1066,EF2000,586,448,964,676
8680,1600,1066,EF2000,666,461,878,556
8681,2048,1328,EF2000,726,594,1335,981
8682,4295,2858,EF2000,1629,719,2131,1347
8683,1552,2493,EF2000,1022,263,1552,1144
8684,4096,2731,EF2000,589,383,3506,1734
8685,4096,2731,EF2000,1723,1757,3377,2453
8686,1200,800,EF2000,637,216,1095,438
8687,1200,800,EF2000,1,234,344,418
8688,3024,4032,EF2000,1705,774,1828,871
8689,1280,854,EF2000,268,26,1106,835
8690,1197,799,EF2000,387,375,843,567
8691,1920,1281,EF2000,179,458,1479,893
8692,1200,798,EF2000,890,365,957,399
8693,1200,675,EF2000,80,155,1122,547
8694,2048,1536,EF2000,232,1116,732,1359
8695,2048,1365,EF2000,1361,586,1924,769
8696,1200,675,EF2000,160,361,1134,640
8697,1200,675,EF2000,616,55,1180,275
8698,824,1024,EF2000,423,341,661,500
8699,2048,1145,EF2000,198,314,1607,1042
8700,1280,617,EF2000,413,277,504,379
8701,3600,2400,EF2000,1384,229,1569,347
8702,3600,2400,EF2000,1405,967,1570,1063
8703,1000,667,F18,646,290,774,341
8704,1750,984,F18,793,176,1462,664
8705,4096,2734,F18,2574,858,2762,990
8706,4096,2734,F18,2195,869,2383,1003
8707,4096,2734,F18,1792,873,1980,1008
8708,4096,2734,F18,1332,815,1520,957
8709,1440,1792,F18,1,1,1440,1713
8710,1155,773,F18,113,325,1043,668
8711,1032,737,F18,69,60,939,686
8712,1000,666,F18,380,318,533,362
8713,1920,1080,F18,978,443,1559,577
8714,1200,800,F18,488,207,690,579
8715,2098,1499,F18,481,465,1452,718
8716,2098,1499,F18,340,285,1186,511
8717,960,1281,F18,1,610,787,1093
8718,960,1281,F18,1,481,879,867
8719,960,1281,F18,109,324,960,711
8720,960,1281,F18,223,148,960,485
8721,564,877,F18,25,33,535,801
8722,1192,810,F18,237,408,431,471
8723,1192,810,F18,696,423,1043,530
8724,1200,900,F18,69,190,1200,673
8725,2000,1125,F18,272,736,1115,1041
8726,3746,2480,F18,468,840,1153,1375
8727,3746,2480,F18,1396,1087,2340,1698
8728,3746,2480,F18,2631,801,3259,1378
8729,1200,800,F18,26,175,1097,611
8730,1000,714,F18,250,103,397,159
8731,3015,1696,F18,894,189,1046,251
8732,1136,852,F18,361,290,1087,573
8733,1136,852,F18,289,127,847,364
8734,1920,1280,F18,285,147,1534,1070
8735,1920,1080,F18,299,165,1411,661
8736,1920,1281,F18,292,389,1155,737
8737,1200,800,F18,1,360,650,547
8738,2228,1578,F18,1,1,2228,1520
8739,1199,817,F18,357,219,935,603
8740,4010,2255,F18,1820,723,1944,753
8741,2048,1536,F18,851,1013,1209,1271
8742,4096,2733,F18,1737,1803,2629,2251
8743,4096,2733,F18,1776,1216,2689,1674
8744,4096,2733,F18,2169,1168,3064,1610
8745,4096,2733,F18,2623,506,3525,951
8746,4096,2733,F18,2187,540,3110,978
8747,4096,2733,F18,1774,565,2709,1011
8748,1280,720,F18,1011,164,1139,266
8749,2383,1702,F18,678,392,2268,1048
8750,1024,1024,F18,1,743,88,971
8751,1024,1024,F18,59,688,229,890
8752,1024,1024,F18,149,650,356,803
8753,1024,1024,F18,327,645,535,800
8754,1024,1024,F18,516,651,731,792
8755,1024,1024,F18,691,646,908,785
8756,1024,1024,F18,876,638,1024,767
8757,1024,1024,F18,845,502,1024,629
8758,1024,1024,F18,645,498,866,626
8759,1024,1024,F18,438,496,653,627
8760,1024,1024,F18,257,483,462,631
8761,1024,1024,F18,1,401,168,531
8762,1024,1024,F18,56,243,275,367
8763,1024,1024,F18,142,377,343,534
8764,1024,1024,F18,337,344,539,491
8765,1024,1024,F18,491,347,693,497
8766,1024,1024,F18,650,379,863,498
8767,1024,1024,F18,824,380,1023,510
8768,1280,853,F18,196,250,1114,556
8769,2452,1084,F18,50,499,1439,1038
8770,2452,1084,F18,671,260,2384,760
8771,2452,1084,F18,1215,70,1991,449
8772,1920,1080,F18,130,461,552,604
8773,1920,1080,F18,661,389,1243,586
8774,1920,1080,F18,843,660,1088,766
8775,1920,1080,F18,1276,457,1721,616
8776,1000,667,F18,164,202,294,237
8777,1000,667,F18,840,101,946,127
8778,1000,667,F18,375,126,440,143
8779,1440,1777,F18,379,174,1045,655
8780,1024,732,F18,162,110,924,408
8781,1088,725,F18,310,294,615,400
8782,1000,667,F18,160,369,280,438
8783,1000,667,F18,276,353,407,429
8784,1000,667,F18,424,333,582,426
8785,1000,667,F18,636,313,837,424
8786,1280,720,F18,186,175,1085,529
8787,4096,2304,F18,351,936,3438,2019
8788,1200,628,F18,1,276,255,431
8789,1200,628,F18,659,261,1048,413
8790,2560,1646,F18,400,116,954,358
8791,1000,1399,F18,84,888,543,1055
8792,1000,1399,F18,539,736,946,884
8793,1000,1399,F18,71,693,477,823
8794,1000,1399,F18,501,575,863,697
8795,1536,1152,F18,665,668,874,758
8796,2048,1365,F18,59,246,1099,866
8797,960,681,F18,190,111,814,346
8798,4096,2730,F18,1,1,1415,805
8799,4096,2730,F18,1,105,4096,2162
8800,4096,2730,F18,452,52,4096,2352
8801,1294,1649,F18,303,214,938,672
8802,1223,774,F18,172,70,882,740
8803,2500,914,F18,33,41,2485,879
8804,2703,1802,F18,1292,634,1384,671
8805,2703,1802,F18,1519,443,1632,500
8806,614,310,F18,138,83,485,196
8807,1483,990,F18,497,497,599,554
8808,1483,990,F18,761,310,870,380
8809,2048,1364,F18,1005,477,1348,648
8810,2500,928,F18,1,658,253,798
8811,2500,928,F18,316,719,619,804
8812,2500,928,F18,911,785,986,804
8813,2500,928,F18,697,721,996,809
8814,2500,928,F18,1706,650,2180,795
8815,2500,928,F18,2209,668,2500,780
8816,2500,928,F18,36,54,2476,869
8817,1024,677,F18,75,165,236,243
8818,1024,677,F18,72,311,231,387
8819,1024,677,F18,574,546,726,615
8820,1024,677,F18,783,489,937,559
8821,1024,677,F18,766,222,938,306
8822,1024,677,F18,559,231,731,314
8823,1024,677,F18,505,98,680,185
8824,1024,677,F18,756,83,935,172
8825,2048,1366,F18,1919,530,2048,625
8826,2048,1366,F18,1390,541,1785,652
8827,2048,1366,F18,958,556,1353,673
8828,2048,1366,F18,466,572,869,692
8829,2048,1366,F18,1,591,363,713
8830,2100,1228,F18,553,380,1672,803
8831,1200,800,F18,63,161,466,457
8832,1800,1200,F18,203,799,861,1055
8833,1800,1200,F18,802,680,1354,1037
8834,1400,971,F18,155,1,1280,556
8835,1400,971,F18,252,484,726,787
8836,1400,971,F18,784,687,1046,867
8837,1400,971,F18,1133,552,1336,681
8838,604,339,F18,40,207,133,307
8839,4096,2048,F18,793,539,867,588
8840,4096,2048,F18,346,1102,484,1148
8841,4096,2048,F18,2735,723,3175,859
8842,1000,666,F18,329,406,484,517
8843,1024,744,F18,369,42,817,329
8844,1024,744,F18,507,233,944,499
8845,1024,744,F18,322,399,783,664
8846,1024,744,F18,185,236,649,522
8847,960,540,F18,54,233,204,290
8848,918,1200,F18,47,358,779,563
8849,2481,1654,F18,1,57,814,409
8850,2481,1654,F18,1,434,398,798
8851,2481,1654,F18,1,1160,185,1273
8852,1300,790,F18,1,197,1300,731
8853,1200,799,F18,256,131,808,501
8854,1000,750,F18,112,384,204,437
8855,2958,1687,F18,2121,1034,2443,1144
8856,2958,1687,F18,1302,1134,1637,1246
8857,2958,1687,F18,155,942,745,1129
8858,2958,1687,F18,103,1099,543,1236
8859,2700,1924,F18,494,579,2113,1252
8860,1440,1622,F18,1,438,1046,1463
8861,3323,2216,F18,1467,539,1676,634
8862,3323,2216,F18,1309,647,1513,734
8863,3323,2216,F18,1666,647,1871,734
8864,3323,2216,F18,1849,750,2049,835
8865,3323,2216,F18,1507,752,1704,834
8866,3323,2216,F18,1143,758,1340,840
8867,800,533,F18,80,333,295,422
8868,800,533,F18,375,339,590,427
8869,1280,914,F18,1,453,800,914
8870,1280,914,F18,230,227,243,245
8871,1280,914,F18,263,233,277,250
8872,1280,914,F18,300,229,316,246
8873,2100,1500,F18,7,548,476,689
8874,2100,1500,F18,423,412,892,553
8875,2100,1500,F18,813,584,1275,725
8876,2100,1500,F18,1610,624,2079,770
8877,2100,1500,F18,1219,439,1688,588
8878,2100,1500,F18,1,782,2100,1500
8879,2100,1500,F18,360,458,2100,982
